Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,
-0.34,RO,J,I1,EX,X,X,Very Strong,5.01-5.09,
-0.34,RO,K,I1,EX,X,X,Very Strong,5.01-5.09,
-0.34,RO,L,I1,EX,X,X,Very Strong,5.01-5.09,
-0.34,RO,M,I1,EX,X,X,Very Strong,5.01-5.09,
-0.52,RO,D,IF,VG,VG,VG,None,5.01-5.09,
-0.53,RO,E,IF,VG,VG,VG,None,5.01-5.09,
-0.49,RO,F,IF,VG,VG,VG,None,5.01-5.09,
-0.48,RO,G,IF,VG,VG,VG,None,5.01-5.09,
-0.48,RO,H,IF,VG,VG,VG,None,5.01-5.09,
-0.48,RO,I,IF,VG,VG,VG,None,5.01-5.09,
-0.45,RO,J,IF,VG,VG,VG,None,5.01-5.09,
-0.44,RO,K,IF,VG,VG,VG,None,5.01-5.09,
-0.44,RO,L,IF,VG,VG,VG,None,5.01-5.09,
-0.44,RO,M,IF,VG,VG,VG,None,5.01-5.09,
-0.5,RO,D,VVS1,VG,VG,VG,None,5.01-5.09,
-0.51,RO,E,VVS1,VG,VG,VG,None,5.01-5.09,
-0.47,RO,F,VVS1,VG,VG,VG,None,5.01-5.09,
-0.46,RO,G,VVS1,VG,VG,VG,None,5.01-5.09,
-0.45,RO,H,VVS1,VG,VG,VG,None,5.01-5.09,
-0.44,RO,I,VVS1,VG,VG,VG,None,5.01-5.09,
-0.44,RO,J,VVS1,VG,VG,VG,None,5.01-5.09,
-0.41,RO,K,VVS1,VG,VG,VG,None,5.01-5.09,
-0.4,RO,L,VVS1,VG,VG,VG,None,5.01-5.09,
-0.4,RO,M,VVS1,VG,VG,VG,None,5.01-5.09,
-0.48,RO,D,VVS2,VG,VG,VG,None,5.01-5.09,
-0.48,RO,E,VVS2,VG,VG,VG,None,5.01-5.09,
-0.45,RO,F,VVS2,VG,VG,VG,None,5.01-5.09,
-0.44,RO,G,VVS2,VG,VG,VG,None,5.01-5.09,
-0.43,RO,H,VVS2,VG,VG,VG,None,5.01-5.09,
-0.43,RO,I,VVS2,VG,VG,VG,None,5.01-5.09,
-0.42,RO,J,VVS2,VG,VG,VG,None,5.01-5.09,
-0.41,RO,K,VVS2,VG,VG,VG,None,5.01-5.09,
-0.39,RO,L,VVS2,VG,VG,VG,None,5.01-5.09,
-0.4,RO,M,VVS2,VG,VG,VG,None,5.01-5.09,
-0.45,RO,D,VS1,VG,VG,VG,None,5.01-5.09,
-0.45,RO,E,VS1,VG,VG,VG,None,5.01-5.09,
-0.44,RO,F,VS1,VG,VG,VG,None,5.01-5.09,
-0.43,RO,G,VS1,VG,VG,VG,None,5.01-5.09,
-0.42,RO,H,VS1,VG,VG,VG,None,5.01-5.09,
-0.42,RO,I,VS1,VG,VG,VG,None,5.01-5.09,
-0.42,RO,J,VS1,VG,VG,VG,None,5.01-5.09,
-0.42,RO,K,VS1,VG,VG,VG,None,5.01-5.09,
-0.4,RO,L,VS1,VG,VG,VG,None,5.01-5.09,
-0.4,RO,M,VS1,VG,VG,VG,None,5.01-5.09,
-0.44,RO,D,VS2,VG,VG,VG,None,5.01-5.09,
-0.43,RO,E,VS2,VG,VG,VG,None,5.01-5.09,
-0.43,RO,F,VS2,VG,VG,VG,None,5.01-5.09,
-0.41,RO,G,VS2,VG,VG,VG,None,5.01-5.09,
-0.41,RO,H,VS2,VG,VG,VG,None,5.01-5.09,
-0.4,RO,I,VS2,VG,VG,VG,None,5.01-5.09,
-0.41,RO,J,VS2,VG,VG,VG,None,5.01-5.09,
-0.4,RO,K,VS2,VG,VG,VG,None,5.01-5.09,
-0.4,RO,L,VS2,VG,VG,VG,None,5.01-5.09,
-0.39,RO,M,VS2,VG,VG,VG,None,5.01-5.09,
-0.42,RO,D,SI1,VG,VG,VG,None,5.01-5.09,
-0.43,RO,E,SI1,VG,VG,VG,None,5.01-5.09,
-0.41,RO,F,SI1,VG,VG,VG,None,5.01-5.09,
-0.42,RO,G,SI1,VG,VG,VG,None,5.01-5.09,
-0.41,RO,H,SI1,VG,VG,VG,None,5.01-5.09,
-0.41,RO,I,SI1,VG,VG,VG,None,5.01-5.09,
-0.41,RO,J,SI1,VG,VG,VG,None,5.01-5.09,
-0.39,RO,K,SI1,VG,VG,VG,None,5.01-5.09,
-0.39,RO,L,SI1,VG,VG,VG,None,5.01-5.09,
-0.39,RO,M,SI1,VG,VG,VG,None,5.01-5.09,
-0.41,RO,D,SI2,VG,VG,VG,None,5.01-5.09,
-0.42,RO,E,SI2,VG,VG,VG,None,5.01-5.09,
-0.4,RO,F,SI2,VG,VG,VG,None,5.01-5.09,
-0.42,RO,G,SI2,VG,VG,VG,None,5.01-5.09,
-0.42,RO,H,SI2,VG,VG,VG,None,5.01-5.09,
-0.41,RO,I,SI2,VG,VG,VG,None,5.01-5.09,
-0.4,RO,J,SI2,VG,VG,VG,None,5.01-5.09,
-0.38,RO,K,SI2,VG,VG,VG,None,5.01-5.09,
-0.38,RO,L,SI2,VG,VG,VG,None,5.01-5.09,
-0.39,RO,M,SI2,VG,VG,VG,None,5.01-5.09,
-0.25,RO,D,I1,VG,VG,VG,None,5.01-5.09,
-0.25,RO,E,I1,VG,VG,VG,None,5.01-5.09,
-0.25,RO,F,I1,VG,VG,VG,None,5.01-5.09,
-0.22,RO,G,I1,VG,VG,VG,None,5.01-5.09,
-0.19,RO,H,I1,VG,VG,VG,None,5.01-5.09,
-0.19,RO,I,I1,VG,VG,VG,None,5.01-5.09,
-0.18,RO,J,I1,VG,VG,VG,None,5.01-5.09,
-0.18,RO,K,I1,VG,VG,VG,None,5.01-5.09,
-0.18,RO,L,I1,VG,VG,VG,None,5.01-5.09,
-0.18,RO,M,I1,VG,VG,VG,None,5.01-5.09,
-0.56,RO,D,IF,VG,VG,VG,Faint,5.01-5.09,
-0.57,RO,E,IF,VG,VG,VG,Faint,5.01-5.09,
-0.53,RO,F,IF,VG,VG,VG,Faint,5.01-5.09,
-0.52,RO,G,IF,VG,VG,VG,Faint,5.01-5.09,
-0.52,RO,H,IF,VG,VG,VG,Faint,5.01-5.09,
-0.52,RO,I,IF,VG,VG,VG,Faint,5.01-5.09,
-0.49,RO,J,IF,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,K,IF,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,L,IF,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,M,IF,VG,VG,VG,Faint,5.01-5.09,
-0.54,RO,D,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.55,RO,E,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.51,RO,F,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.5,RO,G,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.49,RO,H,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,I,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,J,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,K,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,L,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,M,VVS1,VG,VG,VG,Faint,5.01-5.09,
-0.52,RO,D,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.52,RO,E,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.49,RO,F,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,G,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.47,RO,H,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.47,RO,I,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,J,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,K,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.43,RO,L,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,M,VVS2,VG,VG,VG,Faint,5.01-5.09,
-0.49,RO,D,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.49,RO,E,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,F,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.47,RO,G,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,H,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,I,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,J,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,K,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,L,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,M,VS1,VG,VG,VG,Faint,5.01-5.09,
-0.48,RO,D,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.47,RO,E,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.47,RO,F,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,G,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,H,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,I,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,J,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,K,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,L,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.43,RO,M,VS2,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,D,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.47,RO,E,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,F,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,G,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,H,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,I,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,J,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.43,RO,K,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.43,RO,L,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.43,RO,M,SI1,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,D,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,E,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,F,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,G,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.46,RO,H,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.45,RO,I,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.44,RO,J,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.42,RO,K,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.42,RO,L,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.43,RO,M,SI2,VG,VG,VG,Faint,5.01-5.09,
-0.29,RO,D,I1,VG,VG,VG,Faint,5.01-5.09,
-0.29,RO,E,I1,VG,VG,VG,Faint,5.01-5.09,
-0.29,RO,F,I1,VG,VG,VG,Faint,5.01-5.09,
-0.26,RO,G,I1,VG,VG,VG,Faint,5.01-5.09,
-0.23,RO,H,I1,VG,VG,VG,Faint,5.01-5.09,
-0.23,RO,I,I1,VG,VG,VG,Faint,5.01-5.09,
-0.22,RO,J,I1,VG,VG,VG,Faint,5.01-5.09,
-0.22,RO,K,I1,VG,VG,VG,Faint,5.01-5.09,
-0.22,RO,L,I1,VG,VG,VG,Faint,5.01-5.09,
-0.22,RO,M,I1,VG,VG,VG,Faint,5.01-5.09,
-0.63,RO,D,IF,VG,VG,VG,Medium,5.01-5.09,
-0.64,RO,E,IF,VG,VG,VG,Medium,5.01-5.09,
-0.6,RO,F,IF,VG,VG,VG,Medium,5.01-5.09,
-0.59,RO,G,IF,VG,VG,VG,Medium,5.01-5.09,
-0.59,RO,H,IF,VG,VG,VG,Medium,5.01-5.09,
-0.59,RO,I,IF,VG,VG,VG,Medium,5.01-5.09,
-0.56,RO,J,IF,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,K,IF,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,L,IF,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,M,IF,VG,VG,VG,Medium,5.01-5.09,
-0.61,RO,D,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.62,RO,E,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.58,RO,F,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.57,RO,G,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.56,RO,H,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,I,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,J,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,K,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,L,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,M,VVS1,VG,VG,VG,Medium,5.01-5.09,
-0.59,RO,D,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.59,RO,E,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.56,RO,F,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,G,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.54,RO,H,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.54,RO,I,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,J,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,K,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.5,RO,L,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,M,VVS2,VG,VG,VG,Medium,5.01-5.09,
-0.56,RO,D,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.56,RO,E,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,F,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.54,RO,G,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,H,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,I,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,J,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,K,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,L,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,M,VS1,VG,VG,VG,Medium,5.01-5.09,
-0.55,RO,D,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.54,RO,E,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.54,RO,F,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,G,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,H,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,I,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,J,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,K,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,L,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.5,RO,M,VS2,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,D,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.54,RO,E,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,F,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,G,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,H,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,I,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,J,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.5,RO,K,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.5,RO,L,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.5,RO,M,SI1,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,D,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,E,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,F,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,G,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.53,RO,H,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.52,RO,I,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.51,RO,J,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.49,RO,K,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.49,RO,L,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.5,RO,M,SI2,VG,VG,VG,Medium,5.01-5.09,
-0.36,RO,D,I1,VG,VG,VG,Medium,5.01-5.09,
-0.36,RO,E,I1,VG,VG,VG,Medium,5.01-5.09,
-0.36,RO,F,I1,VG,VG,VG,Medium,5.01-5.09,
-0.33,RO,G,I1,VG,VG,VG,Medium,5.01-5.09,
-0.3,RO,H,I1,VG,VG,VG,Medium,5.01-5.09,
-0.3,RO,I,I1,VG,VG,VG,Medium,5.01-5.09,
-0.29,RO,J,I1,VG,VG,VG,Medium,5.01-5.09,
-0.29,RO,K,I1,VG,VG,VG,Medium,5.01-5.09,
-0.29,RO,L,I1,VG,VG,VG,Medium,5.01-5.09,
-0.29,RO,M,I1,VG,VG,VG,Medium,5.01-5.09,
-0.67,RO,D,IF,VG,VG,VG,Strong,5.01-5.09,
-0.68,RO,E,IF,VG,VG,VG,Strong,5.01-5.09,
-0.64,RO,F,IF,VG,VG,VG,Strong,5.01-5.09,
-0.63,RO,G,IF,VG,VG,VG,Strong,5.01-5.09,
-0.63,RO,H,IF,VG,VG,VG,Strong,5.01-5.09,
-0.63,RO,I,IF,VG,VG,VG,Strong,5.01-5.09,
-0.6,RO,J,IF,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,K,IF,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,L,IF,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,M,IF,VG,VG,VG,Strong,5.01-5.09,
-0.65,RO,D,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.66,RO,E,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.62,RO,F,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.61,RO,G,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.6,RO,H,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,I,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,J,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,K,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,L,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,M,VVS1,VG,VG,VG,Strong,5.01-5.09,
-0.63,RO,D,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.63,RO,E,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.6,RO,F,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,G,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.58,RO,H,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.58,RO,I,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,J,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,K,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.54,RO,L,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,M,VVS2,VG,VG,VG,Strong,5.01-5.09,
-0.6,RO,D,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.6,RO,E,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,F,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.58,RO,G,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,H,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,I,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,J,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,K,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,L,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,M,VS1,VG,VG,VG,Strong,5.01-5.09,
-0.59,RO,D,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.58,RO,E,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.58,RO,F,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,G,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,H,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,I,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,J,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,K,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,L,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.54,RO,M,VS2,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,D,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.58,RO,E,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,F,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,G,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,H,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,I,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,J,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.54,RO,K,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.54,RO,L,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.54,RO,M,SI1,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,D,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,E,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,F,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,G,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.57,RO,H,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.56,RO,I,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.55,RO,J,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.53,RO,K,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.53,RO,L,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.54,RO,M,SI2,VG,VG,VG,Strong,5.01-5.09,
-0.4,RO,D,I1,VG,VG,VG,Strong,5.01-5.09,
-0.4,RO,E,I1,VG,VG,VG,Strong,5.01-5.09,
-0.4,RO,F,I1,VG,VG,VG,Strong,5.01-5.09,
-0.37,RO,G,I1,VG,VG,VG,Strong,5.01-5.09,
-0.34,RO,H,I1,VG,VG,VG,Strong,5.01-5.09,
-0.34,RO,I,I1,VG,VG,VG,Strong,5.01-5.09,
-0.33,RO,J,I1,VG,VG,VG,Strong,5.01-5.09,
-0.33,RO,K,I1,VG,VG,VG,Strong,5.01-5.09,
-0.33,RO,L,I1,VG,VG,VG,Strong,5.01-5.09,
-0.33,RO,M,I1,VG,VG,VG,Strong,5.01-5.09,
-0.72,RO,D,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.73,RO,E,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.69,RO,F,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.69,RO,G,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.69,RO,H,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.69,RO,I,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.66,RO,J,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,K,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,L,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,M,IF,VG,VG,VG,Very Strong,5.01-5.09,
-0.7,RO,D,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.71,RO,E,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.67,RO,F,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.67,RO,G,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.66,RO,H,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,I,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,J,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,K,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,L,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,M,VVS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.68,RO,D,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.68,RO,E,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,F,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,G,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.64,RO,H,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.64,RO,I,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,J,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,K,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.6,RO,L,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,M,VVS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,D,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.65,RO,E,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.64,RO,F,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.64,RO,G,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,H,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,I,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,J,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,K,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.6,RO,L,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.6,RO,M,VS1,VG,VG,VG,Very Strong,5.01-5.09,
-0.64,RO,D,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,E,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,F,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,G,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,H,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,I,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,J,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.6,RO,K,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.6,RO,L,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.59,RO,M,VS2,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,D,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.64,RO,E,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,F,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,G,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,H,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,I,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,J,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.59,RO,K,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.59,RO,L,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.59,RO,M,SI1,VG,VG,VG,Very Strong,5.01-5.09,
-0.62,RO,D,SI2,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,E,SI2,VG,VG,VG,Very Strong,5.01-5.09,
-0.61,RO,F,SI2,VG,VG,VG,Very Strong,5.01-5.09,
-0.63,RO,G,SI2,VG,VG,VG,Very Strong,5.01-5.09,
